the_geom,Serial,stopID,stopCode,stopName,Lon,Lat,Shelby County Zip Codes,Memphis 3.0 Focus Anchors Buffers,Memphis 3.0 Planning Districts,City Council Districts
POINT (-90.04982199999995 35.03297200000003),1091,5439,HODDRESN,HODGE@DREGER,-90.049822,35.032972,9,,13,6
POINT (-90.03018499999996 35.156934000000035),1287,3778,JACPEAEM,JACKSON AVE@PEARCE,-90.030185,35.156934,5,,8,7
POINT (-89.99692299999998 35.14228900000006),2229,1900,POPBAREF,POPLAR@BARKSDALE,-89.996923,35.142289,4,,8,4
POINT (-90.03896899999995 35.115649000000076),1735,4358,MCLPONEN,MCLEMORE AVE@POND ST,-90.038969,35.115649,6,5,14,6
POINT (-89.93867699999998 35.10763500000007),2023,2332,PARECHEN,PARK@ECHLES,-89.938677,35.107635,10,,9,5
POINT (-90.02865799999995 35.15696900000006),1215,3779,JACAYEEN,JACKSON AVE@AYERS ST,-90.028658,35.156969,5,,8,7
POINT (-90.06223699999998 35.11004900000006),813,4982,FLOEOLNN,FLORIDA@EOLIVE,-90.062237,35.110049,6,,14,6
POINT (-90.05631799999998 35.04781000000003),1889,5502,NEEHILSN,NEELY RD@HILLVIEW,-90.056318,35.04781,9,,13,6
POINT (-89.88460099999998 35.10767800000008),2271,2020,POPESTWF,POPLAR@ESTATE,-89.884601,35.107678,19,,4,4
POINT (-90.00382599999995 35.19790500000005),615,6200,DELOVEWN,DELANO@OVERTON CROSSING,-90.003826,35.197905,23,,1,7
POINT (-90.04881699999999 35.15196100000003),2572,615,SECMARSN,2ND ST@MARKET AVE,-90.048817,35.151961,3,,8,7
POINT (-89.99317499999995 35.060700000000054),230,5241,BROAIRWF,BROOKS@AIRWAYS,-89.993175,35.0607,25,,12,5
POINT (-89.94504499999994 35.13034200000004),1059,3287,HIGLILNN,HIGHLAND ST@LILLY LN,-89.945045,35.130342,10,,9,4
POINT (-90.04505399999994 35.11591800000008),1743,4281,MCLWELWM,MCLEMORE AVE@WELLINGTON ST,-90.045054,35.115918,22,2,14,6
POINT (-89.95827999999995 35.11552000000006),2716,3480,SOUTERWN,SOUTHERN AVE@TERRELL PL,-89.95828,35.11552,10,,9,4
POINT (-90.03548699999999 35.18356600000004),3148,675,THORO3IB,THOMAS ST@ROYAL,-90.035487,35.183566,7,,7,7
POINT (-89.92940899999996 35.22094800000008),3624,1241,YALRALWF,YALE RD@RALEIGH MILLINGTON RD,-89.929409,35.220948,24,,2,1
POINT (-89.96123899999998 35.14311900000007),3167,7251,TILYALNF,TILLMAN ST@YALE AVE,-89.961239,35.143119,11,6,9,4
POINT (-90.00739199999998 35.03482500000007),1797,5372,MILRAINN,MILLBRANCH RD@RAINES RD,-90.007392,35.034825,15,,12,3
POINT (-89.94348299999996 35.03713400000004),2389,7186,PRERAINF,PRESCOTT@RAINES,-89.943483,35.037134,17,,11,3
POINT (-90.00291099999998 35.21743800000007),912,1379,FRAWATEF,FRAYSER@WATKINS,-90.002911,35.217438,23,,1,7
POINT (-90.09335099999998 35.015382000000045),3122,5027,THIWEASM,THIRD@WEAVER,-90.093351,35.015382,9,,13,6
POINT (-89.89403599999997 35.14937200000003),2892,4123,SUMBAREM,SUMMER AVE@BARTLETT RD,-89.894036,35.149372,20,,4,4
POINT (-90.02158799999995 35.11513400000007),193,5222,BELMCLNM,BELLEVUE@MCLEMORE,-90.021588,35.115134,6,5,14,5
POINT (-89.95545399999997 35.23222000000004),3286,7024,VRCNALEN,VICTORY RIDGE COVE@NEW ALLEN RD,-89.955454,35.23222,24,,2,1
POINT (-90.07322099999999 35.06682900000004),2139,5807,PEEROCWN,PEEBLES@ROCHESTER,-90.073221,35.066829,9,,13,6
POINT (-90.06281399999995 35.09052200000008),819,4965,FLOFRANN,FLORIDA@FRANK,-90.062814,35.090522,9,,14,6
POINT (-89.90801299999998 35.10622900000004),2194,3129,PERPERSM,PERKINS@PERKINS COVE,-89.908013,35.106229,16,,9,4
POINT (-89.99891499999995 35.09725100000003),1546,4669,LAPCARSN,LAPALOMA@CARVER,-89.998915,35.097251,13,,14,5
POINT (-89.98483699999997 35.16217400000005),3281,4567,VOLSPREM,VOLLINTINE@SPRINGDALE,-89.984837,35.162174,8,,7,7
POINT (-89.92582199999998 35.11914900000005),1013,7047,GOOGRANF,GOODLETT@GRANDVIEW,-89.925822,35.119149,16,,9,4
POINT (-90.00733599999995 35.04942900000003),1792,5377,MILMILNN,MILLBRANCH RD@MILLWALK DR,-90.007336,35.049429,15,,12,3
POINT (-90.00996699999996 35.07778900000005),90,4689,ALCKEEEN,ALCY@KEEN,-90.009967,35.077789,6,,14,5
POINT (-89.90689399999997 35.096674000000064),2173,3132,PERFLASN,PERKINS@FLAMINGO,-89.906894,35.096674,16,,9,4
POINT (-89.96275699999995 35.22148400000003),911,1249,FRAWARWN,FRAYSER@WARFORD,-89.962757,35.221484,24,,2,1
POINT (-89.90673099999998 35.095548000000065),2151,3136,PERAMBNN,PERKINS@AMBOY,-89.906731,35.095548,16,,9,4
POINT (-90.03321999999997 35.061676000000034),235,5291,BRODOGEN,BROOKS RD@DOGWOOD LN,-90.03322,35.061676,15,,12,6
POINT (-89.97064899999998 35.11572700000005),2709,3485,SOUMARWN,SOUTHERN AVE@MARIANNA ST,-89.970649,35.115727,10,,9,4
POINT (-89.97794699999997 35.146762000000024),1919,3714,NHOPRISN,N HOLLYWOOD@PRINCETON,-89.977947,35.146762,11,,9,4
POINT (-89.78181799999999 35.204488000000026),2860,964,STAWALWN,STAGE@WALMART DR,-89.781818,35.204488,27,,,1
POINT (-89.86687699999999 35.09976700000004),2003,2360,PARBRIEF,PARK@BRISTOL DR,-89.866877,35.099767,18,,4,2
POINT (-90.02131999999995 35.11950400000006),201,4372,BELSEVNM,BELLEVUE@SEVERSON,-90.02132,35.119504,6,,14,5
POINT (-89.98438999999996 35.24492200000003),1025,1475,HAWALIEF,HAWKINS MILLS RD@ALINE RD,-89.98439,35.244922,23,,1,7
POINT (-89.99218699999994 35.21724400000005),920,1258,FRAWOOWN,FRAYSER BLVD @ WOODROW ST,-89.992187,35.217244,23,,1,7
POINT (-90.03067899999996 35.14328800000004),14,836,ADAJEFWF,ADAMS@JEFFERSON,-90.030679,35.143288,5,,8,6
POINT (-89.91771499999999 35.16213300000004),1637,184,MACWELWF,MACON@WELLS STATION,-89.917715,35.162133,20,,6,1
POINT (-89.95757199999997 35.107672000000036),2054,2323,PARINMEN,PARK@INMAN,-89.957572,35.107672,10,,5,5
POINT (-89.95102299999996 35.04317400000008),481,7249,CHRWALWN,CHRISTINE@WALNUT CRK CV,-89.951023,35.043174,17,,11,3
POINT (-89.93397299999998 35.064910000000054),1463,2785,KNIOLDEN,KNIGHT ARNOLD@OLD GETWELL RD,-89.933973,35.06491,17,,11,5
POINT (-90.01641799999999 35.13689500000004),3183,3010,UNICLEWN,UNION AVE@CLEVELAND ST,-90.016418,35.136895,4,,8,6
POINT (-89.88541399999997 35.06868700000007),1747,1860,MENCOTNN,MENDENHALL RD @ COTTONWOOD RD,-89.885414,35.068687,14,,11,3
POINT (-90.02275799999995 35.21006700000004),607,1368,DELBASEN,DELLWOOD@BASKIN,-90.022758,35.210067,23,,1,7
POINT (-90.09653099999997 35.03992400000004),3452,5835,WEALEVNM,WEAVER@LEVI,-90.096531,35.039924,9,,13,6
POINT (-90.05111699999998 35.11631300000005),858,4826,FOUMCLNF,FOURTH@MCLEMORE,-90.051117,35.116313,6,,14,6
POINT (-89.97734499999996 35.150622000000055),2916,6533,SUMHOLWF,SUMMER@HOLLYWOOD,-89.977345,35.150622,11,,6,4
POINT (-90.03716499999996 35.14438900000005),20,840,ADAORLWN,ADAMS@ORLEANS,-90.037165,35.144389,5,,8,7
POINT (-90.01673999999997 35.006462000000056),1115,6379,HOLCREWN,HOLMES@CRESSER,-90.01674,35.006462,15,,12,3
POINT (-89.96941499999997 35.06902100000008),632,2773,DEMREPEM,DEMOCRAT RD@REPUBLICAN,-89.969415,35.069021,17,,11,3
POINT (-89.96441699999997 35.17417700000004),378,4580,CHECA1EM,CHELSEA AVE@CARPENTER,-89.964417,35.174177,8,,7,7
POINT (-89.79504299999996 35.20450100000005),2866,1036,STAWOLEF,STAGE RD@WOLFCREEK PKY,-89.795043,35.204501,27,,3,1
POINT (-89.90905999999995 35.11661600000008),2197,3144,PERPOPNN,PERKINS EXT@POPLAR AVE,-89.90906,35.116616,16,,9,4
POINT (-89.87030699999997 35.00592900000004),1170,7232,HOLSIMWN,HOLMES@SIMS RD,-89.870307,35.005929,31,,11,3
POINT (-90.03682399999997 35.086254000000054),1684,6115,MALPROWN,MALLORY@PROSPECT,-90.036824,35.086254,6,,14,6
POINT (-89.95079899999996 35.16621900000007),1245,3999,JACFARNN,JACKSON@FARMVILLE,-89.950799,35.166219,20,,6,7
POINT (-90.00369999999998 35.13805700000006),1652,735,MADEVEEN,MADISON AVE@EVERGREEN ST,-90.0037,35.138057,4,,8,4
POINT (-89.99510299999997 35.11284100000006),1478,5697,LAMCASWF,LAMAR AVE@CASTALIA,-89.995103,35.112841,13,,8,5
POINT (-89.90187599999996 35.19594500000005),2457,1075,RALDEVSF,RALEIGH LAGRANGE@DEVEREUX,-89.901876,35.195945,24,,2,1
POINT (-89.94552199999998 35.11906300000004),1061,3281,HIGMIDNN,HIGHLAND ST@MIDLAND AVE,-89.945522,35.119063,10,,9,4
POINT (-90.03289299999994 35.14363700000007),9,837,ADADUNWN,ADAMS@DUNLAP,-90.032893,35.143637,5,,8,6
POINT (-90.04883899999999 35.155125000000055),3678,695,OVETRONN,MAIN-OVERTON/IB,-90.048839,35.155125,3,,8,7
POINT (-89.93321199999997 35.036707000000035),2441,5668,RAIPI1EM,RAINES@PILOT,-89.933212,35.036707,17,,11,3
POINT (-90.02550799999995 35.02083600000003),2600,5563,SHEELVEN,SHELBY DR@ELVIS PRESLEY,-90.025508,35.020836,15,,12,3
POINT (-90.04068599999994 35.139850000000024),3202,3020,UNILA1WM,UNION AVE@LAUDERDALE ST,-90.040686,35.13985,3,,8,6
POINT (-89.99283099999997 35.06178100000005),4,6434,3206,AIRWAYS TRANSIT CENTER,-89.992831,35.061781,25,,12,5
POINT (-89.85117999999994 35.20468100000005),2801,7164,STADAREN,STAGE@DAROLYN,-89.85118,35.204681,28,,,
POINT (-89.93459799999994 35.18080400000008),1250,4006,JACGRANF,JACKSON@GRAGG,-89.934598,35.180804,8,,6,7
POINT (-90.02061899999995 35.07301300000006),683,5201,ELVCLENF,ELVIS PRESLEY@CLEMENTINE,-90.020619,35.073013,6,,14,5
POINT (-89.97237599999994 35.09759600000007),1530,5687,LAMSHEWN,LAMAR AVE@SHELLEY,-89.972376,35.097596,13,,5,5
POINT (-89.92556999999994 35.12377800000007),2279,2038,POPGOOWN,POPLAR@GOODLETT,-89.92557,35.123778,16,,9,4
POINT (-89.98579899999999 35.17407300000008),368,1524,CHEAUSEN,CHELSEA@AUSTIN,-89.985799,35.174073,8,,7,7
POINT (-90.01682899999997 35.021093000000064),2677,5392,SHEWOOWN,SHELBY DR@WOODRIDGE,-90.016829,35.021093,15,,12,3
POINT (-90.05534599999999 35.10379300000005),3042,5073,THIESSNN,THIRD@ESSEX,-90.055346,35.103793,6,,14,6
POINT (-90.01974499999994 35.02308700000003),769,5395,FARFARNN,FARONIA@FARROW,-90.019745,35.023087,15,,12,3
POINT (-89.96134099999995 35.141654000000074),3160,6553,TILJOHNN,TILLMAN ST@JOHNSON AVE,-89.961341,35.141654,11,6,9,4
POINT (-89.85711099999997 35.13114500000006),1211,254,HUMWALSF,HUMPHREYS BL@WALNUT GROVE,-89.857111,35.131145,19,,4,2
POINT (-90.07314599999995 35.10618000000005),2964,2225,SWIBURSN,SWIFT@BURDOCK,-90.073146,35.10618,9,,14,6
POINT (-89.97824499999996 35.13868300000007),2223,1909,POPALIEF,POPLAR@ALICIA,-89.978245,35.138683,11,,8,4
POINT (-89.95440599999995 35.02789400000006),139,7083,ARNSHEEF,ARNOLD@SHELBY,-89.954406,35.027894,17,,11,3
POINT (-90.00758499999995 35.02801500000004),1793,5343,MILOAKSN,MILLBRANCH RD@OAKWOOD DR,-90.007585,35.028015,15,,12,3
POINT (-90.05518799999999 35.11996000000005),3118,4304,THIWALSM,THIRD@WALKER,-90.055188,35.11996,6,,14,6
POINT (-89.98753599999998 35.09147600000006),45,5325,AIRDUNNN,AIRWAYS BLVD@DUNN,-89.987536,35.091476,13,,5,5
POINT (-89.98902599999997 35.12607200000008),299,3529,CENBLYWM,CENTRAL AVE@BLYTHE,-89.989026,35.126072,4,,8,4
POINT (-89.93129199999998 35.12279200000006),320,3462,CENGRAEN,CENTRAL AVE@GRANDVIEW ST,-89.931292,35.122792,10,,9,4
POINT (-89.97590799999995 35.158154000000025),1135,6522,HOLJACNF,HOLLYWOOD@JACKSON,-89.975908,35.158154,8,,7,7
POINT (-90.05120499999998 35.11989600000004),863,4833,FOUWALSN,FOURTH@WALKER,-90.051205,35.119896,22,,14,6
POINT (-90.02196199999997 35.08329100000003),1932,6130,NORDRAEN,NORRIS@DRAKE,-90.021962,35.083291,6,,14,6
POINT (-89.92288999999994 35.10741100000007),2049,2156,PARHIAWM,PARK@HIAWATHA,-89.92289,35.107411,16,,9,4
POINT (-90.02270299999998 35.15471500000007),1964,3557,NPAWALWF,N PARKWAY@WALDRAN,-90.022703,35.154715,5,,8,7
POINT (-89.94525599999997 35.12330000000003),325,3515,CENHIGWN,CENTRAL AVE@HIGHLAND,-89.945256,35.1233,10,,9,4
POINT (-90.01840099999998 35.08349500000003),722,41,ELVNORNF,ELVIS P. @ NORRIS,-90.018401,35.083495,6,,14,5
POINT (-90.00872699999996 35.12140100000005),1523,5737,LAMROLEN,LAMAR@ROLAND,-90.008727,35.121401,13,,8,5
POINT (-90.10402099999999 35.03059200000007),649,5616,DOUWESSM,DOUBLE TREE@WESTERN PARK,-90.104021,35.030592,9,,13,6
POINT (-90.01070299999998 35.12658600000003),362,7038,CENWILWF,CENTRAL@WILLETT,-90.010703,35.126586,4,,8,6
POINT (-90.10397599999999 35.02900100000005),648,5617,DOUSHASF,DOUBLE TREE@SHADOWLINE,-90.103976,35.029001,9,,13,6
POINT (-89.99449499999997 35.11220600000007),1477,5745,LAMCASEN,LAMAR@CASTALIA,-89.994495,35.112206,13,,8,5
POINT (-89.81792599999994 35.050204000000065),3589,6985,WINQUIWN,WINCHESTER@QUINCE,-89.817926,35.050204,18,,4,2
POINT (-90.01511299999999 35.08744400000006),668,4612,ELLRAYEM,ELLISTON@RAYNER,-90.015113,35.087444,6,,14,5
POINT (-90.07532099999997 35.05324400000006),2528,5785,ROCCARNN,ROCHESTER@CARBON RD,-90.075321,35.053244,9,,13,6
POINT (-89.90077999999994 35.03508700000003),2436,7197,RAIOUTEF,RAINES@OUTLAND,-89.90078,35.035087,17,,11,3
POINT (-89.84374699999995 35.02026600000005),2674,2484,SHEVESEF,SHELBY@VESCOVI,-89.843747,35.020266,31,,10,3
POINT (-89.97599299999996 35.115875000000074),2703,3488,SOUHOLWN,SOUTHERN@HOLLYWOOD,-89.975993,35.115875,10,,5,5
POINT (-89.97572799999995 35.16061200000007),1915,3617,NHOJACNF,NHOLLYWOOD@JACKSON,-89.975728,35.160612,8,,7,7
POINT (-90.01032099999998 35.09128400000003),2169,4677,PERDUNSF,PERRY@DUNN,-90.010321,35.091284,6,,14,5
POINT (-89.89775899999995 35.15019300000006),1775,3107,MENTUTNN,MENDENHALL@TUTWILER AVE,-89.897759,35.150193,20,,6,4
POINT (-90.05741199999994 35.05524600000007),3552,1713,WINGILWF,WINCHESTER@GILL,-90.057412,35.055246,9,,12,6
POINT (-89.95221699999996 35.10771200000005),2005,2326,PARBROEF,PARK AVE@BROWER ST,-89.952217,35.107712,10,,5,5
POINT (-90.06129099999998 35.06657000000007),2119,5802,PEEBEVWF,PEEBLES@BEVEL,-90.061291,35.06657,9,,13,6
POINT (-90.01086499999997 35.16054500000007),3415,3839,WATHENNM,WATKINS@HENRY,-90.010865,35.160545,7,,8,7
POINT (-90.07599499999998 35.05090300000006),2531,5900,ROCGLESN,ROCHESTER@GLENCO,-90.075995,35.050903,9,,13,6
POINT (-89.98477999999994 35.11386200000004),35,3331,AIRCARSM,AIRWAYS BLVD@CARNES,-89.98478,35.113862,13,,8,5
POINT (-90.02514399999995 35.049795000000074),686,5138,ELVCOLSN,ELVIS PRESLEY@COLONIAL OAK LN,-90.025144,35.049795,15,,12,6
POINT (-89.84856199999996 35.02012700000006),587,2534,CRUSHENN,CRUMPLER RD @ SHELBY DR,-89.848562,35.020127,31,,10,3
POINT (-90.01982399999997 35.16989200000006),417,1637,CHELEWEN,CHELSEA@LEWIS,-90.019824,35.169892,7,,7,7
POINT (-90.02828999999997 35.13987300000008),2108,7169,PAUMADSF,PAULINE@MADISON,-90.02829,35.139873,4,,8,6
POINT (-89.90792399999998 35.054080000000056),2213,6649,PERWOOSN,PERKINS@WOODDALE,-89.907924,35.05408,17,,11,3
POINT (-89.85935299999994 35.161699000000056),2980,4039,SYCMACNM,SYCAMORE VIEW@MACON,-89.859353,35.161699,28,,3,2
POINT (-89.86603199999996 35.03498500000006),2427,2543,RAIHICWN,E RAINES RD @ HICKORY HILL RD,-89.866032,35.034985,14,,10,3
POINT (-90.02128299999998 35.12578600000006),202,4259,BELSLESN,BELLEVUE@SLEDGE ST,-90.021283,35.125786,4,,8,6
POINT (-89.89778199999995 35.050965000000076),3534,6636,WINCLEWF,WINCHESTER@CLEARBROOK,-89.897782,35.050965,17,,11,3
POINT (-90.07630599999999 35.06674000000004),2113,5885,PEEALTEF,PEEBLES@ALTA,-90.076306,35.06674,9,,13,6
POINT (-90.05958899999996 35.059768000000076),3009,5013,THIBE1SN,THIRD@BELLE HAVEN,-90.059589,35.059768,9,,13,6
POINT (-89.95694299999997 35.06877700000007),636,2776,DEMTC1EM,DEMOCRAT RD@TCHULAHOMA RD,-89.956943,35.068777,17,,11,3
POINT (-89.92616599999997 35.11278600000003),1020,7043,GOOSPOSF,GOODLETT ST@SPOTTSWOOD  AVE,-89.926166,35.112786,10,,9,4
POINT (-90.04860899999994 35.02626900000007),1099,5450,HODWHINF,HODGE@WHITESBORO,-90.048609,35.026269,9,,13,6
POINT (-89.94009799999998 35.17658300000005),1878,6979,NATKRUIB,NATIONAL@KRUGER RD,-89.940098,35.176583,8,,6,7
POINT (-90.00732199999999 35.053004000000044),1817,5379,MILWINNN,MILLBRANCH RD@WINCHESTER RD,-90.007322,35.053004,15,,12,3
POINT (-90.01216399999998 35.15618500000005),3439,3867,WATTUTSN,WATKINS@TUTWILER,-90.012164,35.156185,7,,8,7
POINT (-89.79557399999999 35.204806000000076),2868,968,STAWOLWN,STAGE@WOLFCREEK PKWY,-89.795574,35.204806,27,,,
POINT (-89.99026599999996 35.12593900000007),301,3489,CENCOOEF,CENTRAL AVE@COOPER,-89.990266,35.125939,4,,8,5
POINT (-90.01496199999997 35.02079700000007),2638,5568,SHEMILEM,SHELBY DR@MILLBRANCH,-90.014962,35.020797,15,,12,3
POINT (-89.95061099999998 35.094805000000065),1424,4161,KIMRAIWN,KIMBALL AVE@RAILTON,-89.950611,35.094805,10,,5,5
POINT (-90.07576299999994 35.055202000000065),2541,5897,ROCMITSF,ROCHESTER@MITCHELL,-90.075763,35.055202,9,,13,6
POINT (-90.10020299999996 35.04676100000006),284,5861,CANCANEN,CANARY@CANARY CV WEST,-90.100203,35.046761,9,,13,6
POINT (-90.02738699999998 35.13167800000008),581,5729,CRUCAMEN,CRUMP@CAMILLA,-90.027387,35.131678,4,,8,6
POINT (-89.99989199999999 35.163721000000066),3259,4547,VOLAUBWF,VOLLINTINE@AUBURNDALE,-89.999892,35.163721,7,,7,7
POINT (-89.86277799999993 35.09787400000005),2393,6150,PRIPARSF,PRIMACY PKWY@PARK AVE,-89.862778,35.097874,18,,4,2
POINT (-89.94150799999994 35.10787000000005),2080,2163,PARPATWN,PARK@PATTERSON,-89.941508,35.10787,10,,9,4
POINT (-90.10231399999998 35.04625100000004),2141,5859,PELCANSN,PELICAN@CANARY,-90.102314,35.046251,9,,13,6
POINT (-89.97182399999997 35.17460300000005),448,4528,CHESTAWN,CHELSEA AVE@STANDRIDGE,-89.971824,35.174603,8,,7,7
POINT (-89.91187499999995 35.148720000000026),2894,4115,SUMBEREN,SUMMER AVE@BERCLAIR,-89.911875,35.14872,20,,9,4
POINT (-89.97610699999996 35.15781500000003),1258,295,JACHOLEF,JACKSON AVE@HOLLYWOOD ST,-89.976107,35.157815,11,,6,4
POINT (-89.86631099999994 35.03374500000007),1046,7209,HICRAINM,HICKORY HILL@RAINES,-89.866311,35.033745,31,,10,3
POINT (-90.06929599999995 35.04775700000005),1188,4947,HORFAINN,HORN LAKE RD@FAIRWAY AVE,-90.069296,35.047757,9,,13,6
POINT (-89.96467199999995 35.149646000000075),2898,4086,SUMCARWF,SUMMER AVE@CARPENTER,-89.964672,35.149646,11,,6,4
POINT (-90.08111199999996 35.04285900000008),1586,5849,LEVFORWN,LEVI@FORD,-90.081112,35.042859,9,,13,6
POINT (-90.01107599999995 35.160510000000045),3417,3864,WATHENSF,WATKINS@HENRY,-90.011076,35.16051,7,,8,7
POINT (-89.95589299999995 35.06891000000007),638,2746,DEMTCHWF,DEMOCRAT RD@TCHULAHOMA RD,-89.955893,35.06891,17,,11,5
POINT (-89.97451199999995 35.087132000000054),926,7054,FRILABWF,FRISCO@LABELLE,-89.974512,35.087132,13,,5,5
POINT (-90.08654499999994 35.066891000000055),2555,5872,SAXPEENN,SAX@PEEBLES,-90.086545,35.066891,9,,13,6
POINT (-90.05629799999997 35.03926500000006),1891,5505,NEEIVASN,NEELY RD@IVAN,-90.056298,35.039265,9,,13,6
POINT (-89.88140799999996 35.205306000000064),2833,985,STAOLDWF,STAGE@OLD BROWNSVILLE,-89.881408,35.205306,28,,,
POINT (-90.02310799999998 35.035566000000074),2412,5403,RAIBARWF,RAINES@BARTON,-90.023108,35.035566,15,1,12,6
POINT (-89.97803599999997 35.17464400000006),404,1528,CHEHAREN,CHELSEA@HARRISION,-89.978036,35.174644,8,,7,7
POINT (-90.01039499999996 35.167489000000046),3391,3847,WATBROSN,WATKINS@BROWN,-90.010395,35.167489,7,,7,7
POINT (-90.03932299999997 35.14390700000007),1370,870,JEFNEEWM,JEFFERSON@NEELY,-90.039323,35.143907,5,,8,7
POINT (-89.84138399999995 35.09852200000006),2305,1964,POPKIREM,POPLAR@KIRBY,-89.841384,35.098522,30,,,
POINT (-90.01822699999997 35.12723300000005),1480,5708,LAMCLEWN,LAMAR AVE@CLEVELAND,-90.018227,35.127233,4,,8,6
POINT (-89.89428599999997 35.22161600000004),579,6913,COVYALSN,COVINGTON PIKE@YALE,-89.894286,35.221616,24,,2,1
POINT (-90.06977099999995 35.038721000000066),3062,5050,THIHORNN,THIRD@HORN LAKE,-90.069771,35.038721,9,,13,6
POINT (-89.79245699999996 35.19981300000006),943,900,GERGIASN,GERMANTOWN PKY@GIACOSA,-89.792457,35.199813,27,,3,1
POINT (-89.90496199999995 35.11552900000004),2346,2029,POPPERWM,POPLAR@PERKINS,-89.904962,35.115529,16,,9,4
POINT (-89.86956499999997 35.099691000000064),2065,2358,PARLYNEM,PARK@LYNNFIELD,-89.869565,35.099691,18,,4,2
POINT (-90.05091699999997 35.122989000000075),848,6168,FOUCRUNM,FOURTH@CRUMP,-90.050917,35.122989,22,,14,6
POINT (-89.93716599999999 35.14939500000003),2913,4074,SUMHIGWN,SUMMER AVE@HIGH POINT TERR,-89.937166,35.149395,20,,6,4
POINT (-89.96151799999996 35.149429000000055),2951,4094,SUMTILEN,SUMMER AVE@TILLMAN ST,-89.961518,35.149429,11,,9,4
POINT (-89.91594399999997 35.095560000000035),441,6659,CHEQUINF,CHERRY@QUINCE,-89.915944,35.09556,16,,9,4
POINT (-89.85047699999996 35.067376000000024),1849,2626,MTMKIRWM,MTMORIAH EXT@KIRBY DOWNS DR.,-89.850477,35.067376,14,,10,3
POINT (-89.92112699999996 35.069425000000024),1003,2716,GOOCOTNN,GOODLETT ST@COTTONWOOD,-89.921127,35.069425,17,,11,5
POINT (-90.03078499999998 35.131751000000065),584,5727,CRUEASEF,CRUMP@EAST,-90.030785,35.131751,4,,8,6
POINT (-89.99635999999998 35.16337000000004),3274,4545,VOLMCLWN,VOLLINTINE@MCLEAN,-89.99636,35.16337,7,,7,7
POINT (-90.03276199999999 35.208837000000074),3156,669,THOWHIOB,THOMAS ST@WHITNEY AVE,-90.032762,35.208837,23,,1,7
POINT (-89.92285099999998 35.07600600000006),120,2671,AMECOLEN,AMERICAN WAY@COLONY PARK,-89.922851,35.076006,17,,11,5
POINT (-89.95082199999996 35.09465300000005),1423,4181,KIMRAIEN,KIMBALL AVE@RAILTON,-89.950822,35.094653,10,,5,5
POINT (-90.03631499999995 35.13869600000004),3206,3030,UNIMANEN,UNION AVE@MANASSAS ST,-90.036315,35.138696,3,,8,6
POINT (-89.93672599999996 35.05205200000006),3582,1690,WINOGTWN,WINCHESTER@OLD GETWELL,-89.936726,35.052052,17,,11,3
POINT (-89.86423899999994 35.16808400000008),2983,4040,SYCSHENN,SYCAMORE VIEW@SHELBY OAKS DR,-89.864239,35.168084,28,,3,1
POINT (-90.02380899999997 35.157414000000074),1225,3766,JACBREWF,JACKSON AVE@BREEDLOVE,-90.023809,35.157414,7,,7,7
POINT (-89.92184599999996 35.069605000000024),552,2721,COTCHIWN,COTTONWOOD RD@CHIPPEWA RD,-89.921846,35.069605,17,,11,5
POINT (-90.00057599999997 35.09196700000007),658,4674,DUNSTAWM,DUNN@STATE,-90.000576,35.091967,13,,14,5
POINT (-90.04321899999997 35.16201200000006),3066,650,THIKEENM,THIRD@KEEL,-90.043219,35.162012,7,,7,7
POINT (-89.98112499999996 35.17473600000005),440,1526,CHEPEREN,CHELSEA@PERES,-89.981125,35.174736,8,,7,7
POINT (-89.91643699999997 35.13156800000007),3388,1097,WARWALNF,WARING@WALNUT GROVE,-89.916437,35.131568,16,,9,4
POINT (-89.97635799999995 35.115714000000025),2702,3435,SOUHOLEN,SOUTHERN AVE@HOLLYWOOD ST,-89.976358,35.115714,13,,5,5
POINT (-90.01615399999997 35.213058000000046),611,6880,DELCANWF,DELLWOOD@CANFIELD,-90.016154,35.213058,23,,1,7
POINT (-89.98555599999997 35.08159000000006),28,5233,AIRBALSN,AIRWAYS BLVD@BALL RD,-89.985556,35.08159,13,,14,5
POINT (-89.99067099999996 35.130345000000034),547,3363,COOVINSN,COOPER ST@VINTON AVE,-89.990671,35.130345,4,,8,4
POINT (-90.00443399999995 35.16009500000007),1214,3757,JACAVAWN,JACKSON AVE@AVALON,-90.004434,35.160095,7,,8,7
POINT (-89.93140499999998 35.06171000000006),994,2661,GETWHISM,GETWELL RD@WHITEBROOK,-89.931405,35.06171,17,,11,5
POINT (-89.91251699999998 35.148900000000026),2946,4060,SUMSANWN,SUMMER AVE@SANDRIDGE ST,-89.912517,35.1489,20,,6,4
POINT (-89.97858299999996 35.14242800000005),1913,3716,NHOHOLSN,N HOLLYWOOD@HOLLINS,-89.978583,35.142428,11,,9,4
POINT (-89.89707799999996 35.20684000000006),2794,1008,STACOVEM,STAGE@COVINGTON PIKE,-89.897078,35.20684,24,,2,1
POINT (-90.02876599999996 35.14008800000005),3686,6182,PAUTROEB,MADISON@PAULINE/TRO EB,-90.028766,35.140088,4,,8,6
POINT (-90.04944799999998 35.02850300000006),1087,5451,HODBYRNN,HODGE@BYRON,-90.049448,35.028503,9,,13,6
POINT (-89.88610799999998 35.05121500000007),3572,6327,WINMENNF,WINCHESTER RD @ MENDENHALL RD,-89.886108,35.051215,14,,11,5
