the_geom,Serial,stopID,stopCode,stopName,Lon,Lat,Shelby County Zip Codes,Memphis 3.0 Focus Anchors Buffers,Memphis 3.0 Planning Districts,City Council Districts
POINT (-89.90680099999997 35.09877400000005),2166,3131,PERDEESF,PERKINS@DEE,-89.906801,35.098774,16,,9,4
POINT (-90.04261699999995 35.06190200000003),245,5289,BROGRAEM,BROOKS RD@GRAVES,-90.042617,35.061902,15,,12,6
POINT (-89.98775799999999 35.09073500000005),46,5229,AIRDUNSF,AIRWAYS BLVD@DUNN RD,-89.987758,35.090735,13,,14,5
POINT (-90.06211399999995 35.12242700000007),812,4468,FLODESSN,FLORIDA@DESOTO,-90.062114,35.122427,6,,14,6
POINT (-90.04123699999997 35.20628400000004),3480,1360,WHIBENEN,WHITNEY@BENJESTOWN,-90.041237,35.206284,23,,1,7
POINT (-90.06071899999995 35.132731000000035),929,24,FROGEPNN,CENTRAL STATION,-90.060719,35.132731,3,,8,6
POINT (-90.08170899999999 35.04377000000005),847,6139,FORMARSN,FORD@MARLOWE,-90.081709,35.04377,9,,13,6
POINT (-90.01932399999998 35.141827000000035),1369,857,JEFMONEN,JEFFERSON AVE@MONTGOMERY ST,-90.019324,35.141827,4,,8,6
POINT (-89.90580599999998 35.20714700000008),2819,993,STAKENWF,STAGE@KENNETH,-89.905806,35.207147,24,,2,1
POINT (-90.02375599999993 35.06026900000006),687,5197,ELVCOMNN,ELVIS P. @ BROOKS,-90.023756,35.060269,15,,12,3
POINT (-89.99496799999997 35.092295000000036),289,4660,CASDUNNF,CASTALIA@DUNN,-89.994968,35.092295,13,,14,5
POINT (-90.03466399999996 35.11947300000003),3318,4442,WALLEMWN,WALKER@LEMOYNE MALL,-90.034664,35.119473,22,5,14,6
POINT (-90.09673399999997 35.05159700000007),3448,5825,WEAEYESN,WEAVER@EYERS,-90.096734,35.051597,9,,13,6
POINT (-89.97810499999997 35.14427800000004),1178,3533,HOLYALNN,HOLLYWOOD@YALE AVE,-89.978105,35.144278,11,,9,4
POINT (-89.94543899999996 35.16723200000007),1884,6975,NATVERSN,NATIONAL@VERNON,-89.945439,35.167232,20,,6,4
POINT (-89.90711399999998 35.020433000000025),2642,2462,SHEPLEEM,SHELBY@PLEASANT HILL,-89.907114,35.020433,17,,11,3
POINT (-89.98382499999997 35.16639100000003),2760,4570,SPRBRONN,SPRINGDALE@BROWN,-89.983825,35.166391,8,,7,7
POINT (-90.10344399999997 35.02543500000007),646,6398,DOUPARSN,DOUBLE TREE RD@PARKROSE RD,-90.103444,35.025435,9,,13,6
POINT (-90.03081599999996 35.16597800000005),416,1615,CHELEAWN,CHELSEA@LEATH,-90.030816,35.165978,7,,7,7
POINT (-89.97534199999996 35.233963000000074),2489,1552,RANSTENF,RANGE LINE@STELMO,-89.975342,35.233963,23,,1,7
POINT (-90.03727599999996 35.115604000000076),1731,4359,MCLMISEN,MCLEMORE AVE@MISSISSIPPI BLVD,-90.037276,35.115604,6,5,14,6
POINT (-89.87608899999998 35.07451700000007),1844,2633,MTMCLAWF,MTMORIAH RD@CLARKE,-89.876089,35.074517,14,,11,3
POINT (-90.03166499999998 35.09647700000005),1693,6594,MARGAISF,MARJORIE@GAITHER COVE,-90.031665,35.096477,6,,14,6
POINT (-90.05127599999997 35.11606400000005),859,4837,FOUMCLSN,FOURTH@MCLEMORE,-90.051276,35.116064,22,,14,6
POINT (-89.93557699999997 35.22292100000004),880,1398,FRAHAWEN,FRAYSER@HAWKINS MILL,-89.935577,35.222921,24,,2,7
POINT (-89.97149899999994 35.108239000000026),2068,2179,PARMARWF,PARK@MARIANNA,-89.971499,35.108239,13,,5,5
POINT (-89.90304899999995 35.22717800000004),155,6836,AUSJOSNN,AUSTIN PEAY @ JOSLYN,-89.903049,35.227178,24,4,2,1
POINT (-89.85267999999996 35.034910000000025),2439,7213,RAIPAREN,RAINES@PARK FOREST,-89.85268,35.03491,31,,10,3
POINT (-90.01234199999999 35.080302000000074),2728,7113,SPAGAUNN,SPARKS@GAUSCO,-90.012342,35.080302,6,,14,5
POINT (-90.00068099999999 35.13532900000007),3209,3003,UNIMCLWF,UNION AVE@MCLEAN BLVD,-90.000681,35.135329,4,,8,4
POINT (-89.80440899999996 35.04922700000003),3529,1791,WINCENEN,WINCHESTER@CENTENNIAL DR,-89.804409,35.049227,21,,4,2
POINT (-90.03597999999994 35.170930000000055),3154,659,THOWELOB,THOMAS ST@WELLS,-90.03598,35.17093,7,,7,7
POINT (-89.97579899999994 35.206728000000055),2481,1580,RANLAKSM,RANGE LINE@LAKECREST CIRCLE,-89.975799,35.206728,23,,1,7
POINT (-90.02138399999995 35.07069800000005),690,5130,ELVCORSN,ELVIS PRESLEY@CORPORATE,-90.021384,35.070698,6,,12,6
POINT (-89.97556599999996 35.174731000000065),1113,1588,HOLCHESN,HOLLYWOOD@CHELSEA,-89.975566,35.174731,8,,7,7
POINT (-89.84466899999995 35.04947200000004),3562,1783,WINKIREN,WINCHESTER@KIRBY PKWY,-89.844669,35.049472,14,,10,3
POINT (-89.89889199999999 35.113938000000076),2269,2026,POPERIWN,POPLAR@ERIN,-89.898892,35.113938,16,,9,4
POINT (-89.84631599999994 35.06468600000005),1842,6570,MTMAUTWN,MT MORIAH@AUTUMNWOOD,-89.846316,35.064686,14,,10,3
POINT (-89.94544799999994 35.12774100000007),2290,334,POPHI2EN,POPLAR AVE@HIGHLAND ST,-89.945448,35.127741,10,,9,4
POINT (-89.95817999999997 35.232139000000075),3169,7022,TURN,SWOOSHWAY,-89.95818,35.232139,24,,2,1
POINT (-90.04948299999995 35.146322000000055),3065,639,THIJEFNN,3RD ST@JEFFERSON AVE,-90.049483,35.146322,3,,8,6
POINT (-89.84369399999997 35.06127600000008),1436,6246,KIRLENNN,KIRBY@LENOX,-89.843694,35.061276,14,,10,3
POINT (-89.89662599999997 35.176724000000036),576,1119,COVPLENF,COVINGTON PIKE@PLEASANT VIEW RD,-89.896626,35.176724,24,,2,1
POINT (-90.07005899999996 35.035664000000054),1198,4903,HORRAISN,HORN LAKE@RAINES,-90.070059,35.035664,9,,13,6
POINT (-89.97590299999996 35.161756000000025),1117,3663,HOLDANSF,HOLLYWOOD@DANA,-89.975903,35.161756,8,,7,7
POINT (-89.89284699999996 35.206664000000046),2787,1010,STACLEEN,STAGE@CLEARWOOD,-89.892847,35.206664,28,,2,1
POINT (-89.95526799999999 35.09472000000005),1412,4178,KIMGREEF,KIMBALL AVE@GREER,-89.955268,35.09472,10,,5,5
POINT (-89.85467199999994 35.04981200000003),3592,1808,WINRIDWM,WINCHESTER@RIDGEWAY,-89.854672,35.049812,14,,10,3
POINT (-90.07182599999999 35.00642000000005),1102,7018,HOLATKWN,W HOLMES RD@ATKINS DR,-90.071826,35.00642,9,,13,6
POINT (-89.99557499999997 35.23120400000005),2872,1466,STEDENEN,ST ELMO@DENVER,-89.995575,35.231204,23,,1,7
POINT (-89.93526699999995 35.02051800000004),2609,6405,SHEGETEF,SHELBY DR @ GETWELL RD,-89.935267,35.020518,17,,11,3
POINT (-89.92431299999998 35.08651800000007),3508,2805,WILWATWF,WILLOW RD@WATSON,-89.924313,35.086518,10,,9,5
POINT (-90.05690899999996 35.08668700000004),3039,4999,THIEMASN,THIRD@E MALLORY,-90.056909,35.086687,9,,14,6
POINT (-89.99736499999995 35.06081900000004),281,5243,BROWINWF,BROOKS@WINBROOK,-89.997365,35.060819,25,,12,5
POINT (-90.05201699999998 35.14724300000006),3674,696,JEFTROSN,MAIN-JEFFERSON/OB,-90.052017,35.147243,3,,8,6
POINT (-89.91603999999995 35.14174600000007),3381,1101,WARSEQNN,WARING@SEQUOIA,-89.91604,35.141746,16,,9,4
POINT (-90.03811999999994 35.16329900000005),443,1620,CHESEVWN,CHELSEA@SEVENTH,-90.03812,35.163299,7,,7,7
POINT (-89.93109599999997 35.06908100000004),532,2724,COMWATEM,COMANCHE@WATSON,-89.931096,35.069081,17,,11,5
POINT (-89.97554399999996 35.21051200000005),2494,1543,RANWHINN,RANGE LINE RD@WHITNEY AVE,-89.975544,35.210512,23,,1,1
POINT (-89.76299899999998 35.20437800000008),2835,1042,STAROCEF,STAGE@ROCKCREEK PKWY,-89.762999,35.204378,34,,3,
POINT (-89.93147299999998 35.036752000000035),2442,5669,RAIPI1EN,RAINES@PILOT,-89.931473,35.036752,17,,11,3
POINT (-90.05060499999996 35.128896000000054),855,15,FOUGEOSF,4TH ST@ GEORGIA AVE,-90.050605,35.128896,22,,8,6
POINT (-89.86618099999998 35.02424400000007),1043,7206,HICHICNN,HICKORY HILL@HICKORY CMMS,-89.866181,35.024244,31,,10,3
POINT (-90.04141599999997 35.14214700000008),3660,6852,MADIMARS,MADISON@MARSHALL EB,-90.041416,35.142147,3,,8,6
POINT (-90.00195899999994 35.09184300000004),656,4619,DUNHAYEF,DUNN@HAYS,-90.001959,35.091843,13,,14,5
POINT (-89.89339999999999 35.22638600000005),567,141,COVBANSF,COVINGTON PIKE@BANBURY AVE,-89.8934,35.226386,24,,2,1
POINT (-90.06278099999997 35.09147800000005),833,4966,FLONORNN,FLORIDA@NORWOOD,-90.062781,35.091478,9,,14,6
POINT (-89.95580799999999 35.22290700000008),891,1247,FRANEWWN,FRAYSER@NEW ALLEN,-89.955808,35.222907,24,,2,1
POINT (-90.04216599999995 35.08634500000005),1680,6116,MALMCMWN,MALLORY@MCMILLAN,-90.042166,35.086345,6,,14,6
POINT (-90.05484199999995 35.137797000000035),2576,622,SECPONSM,2ND ST@PONTOTOC AVE,-90.054842,35.137797,3,,8,6
POINT (-89.87488799999994 35.02035300000006),2590,2478,SHECLAEF,SHELBY@CLARKE,-89.874888,35.020353,31,,10,3
POINT (-90.07109799999995 35.03763100000003),3102,5022,THIRAISM,THIRD@RAINES,-90.071098,35.037631,9,,13,6
POINT (-89.83943899999997 35.02031600000004),2648,406,SHEROSEF,SHELBY@ROSS,-89.839439,35.020316,31,,10,3
POINT (-89.98997299999996 35.013874000000044),81,5351,AIRWILSN,AIRWAYS@WILSON,-89.989973,35.013874,15,,12,3
POINT (-90.05530299999998 35.11539400000004),3082,4986,THIMCLSF,3RD ST@MCLEMORE AVE,-90.055303,35.115394,6,,14,6
POINT (-90.02666599999998 35.134618000000046),1835,4395,MLKCAMWN,MLK BLVD@CAMILLA,-90.026666,35.134618,4,,8,6
POINT (-90.02744099999995 35.11409900000007),591,4420,CUMSTANN,CUMMINGS@STAFFORD,-90.027441,35.114099,6,5,14,5
POINT (-89.92611299999999 35.07607200000007),118,2670,AMECLAEN,AMERICAN WAY@CLAUDETTE,-89.926113,35.076072,17,,11,5
POINT (-89.85254299999997 35.12657000000007),1209,6393,HUMHUMSF,HUMPHREYS CENTER,-89.852543,35.12657,19,,4,2
POINT (-90.02881499999995 35.21448300000003),1784,436,MILCINSN,MILLINGTON@CINDY LN,-90.028815,35.214483,23,,1,7
POINT (-90.05279999999999 35.062887000000046),269,5285,BROSOUEF,BROOKS RD@SOUTH CENTER,-90.0528,35.062887,9,,12,6
POINT (-90.03608099999997 35.16813300000007),3141,658,THOHENOB,THOMAS ST@HENDERSON,-90.036081,35.168133,7,,7,7
POINT (-89.91890799999999 35.00615300000004),1151,2514,HOLMALWN,HOLMES@MALONE,-89.918908,35.006153,17,,11,3
POINT (-90.04966899999994 35.03360900000007),1089,5455,HODCLONN,HODGE@CLOWER,-90.049669,35.033609,9,,13,6
POINT (-89.93452799999994 35.05171500000006),3544,1764,WINGE1EN,WINCHESTER RD@GETWELL RD,-89.934528,35.051715,17,,11,3
POINT (-89.88648599999999 35.06884900000006),561,6295,COTMENEN,COTTONWOOD RD @ MENDENHALL RD,-89.886486,35.068849,17,,11,3
POINT (-89.84764099999995 35.065395000000024),1864,6571,MTMWHIWF,MT MORIAH@WHISPERING LANE,-89.847641,35.065395,14,,10,3
POINT (-90.01965999999999 35.03496500000006),780,5401,FARRAINN,FARONIA@RAINES,-90.01966,35.034965,15,1,12,3
POINT (-90.00478499999997 35.13810200000006),1648,755,MADBELWN,MADISON@BELVEDERE,-90.004785,35.138102,4,,8,4
POINT (-90.03484099999997 35.11932100000007),3317,4411,WALLEMEF,WALKER@LEMOYNE MALL,-90.034841,35.119321,22,5,14,6
POINT (-89.91069999999996 35.11780600000003),2344,1936,POPPEREM,POPLAR@PERKINS,-89.9107,35.117806,16,,9,4
POINT (-89.94566899999995 35.12084200000004),1080,3226,HIGWATSM,HIGHLAND ST@WATUGA AVE,-89.945669,35.120842,10,,9,4
POINT (-90.03141799999997 35.21499400000005),3136,1351,THOFRASF,THOMAS@FRAYSER CR,-90.031418,35.214994,23,,1,7
POINT (-89.97236199999998 35.22136700000004),883,1251,FRALADWN,FRAYSER@LADUE,-89.972362,35.221367,23,,1,7
POINT (-89.88621799999999 35.05134000000004),1778,1818,MENWINSN,MENDENHALL@WINCHESTER,-89.886218,35.05134,14,,11,5
POINT (-89.96839199999994 35.115511000000026),2706,3440,SOULUNEN,SOUTHERN AVE@LUNDEE ST,-89.968392,35.115511,10,,9,5
POINT (-90.00404099999997 35.21765300000004),914,1263,FRAWATWF,FRAYSER BLVD@WATKINS ST,-90.004041,35.217653,23,,1,7
POINT (-89.98403199999996 35.15904500000005),1297,3747,JACSPRWN,JACKSON AVE@SPRINGDALE,-89.984032,35.159045,11,,7,7
POINT (-90.10361899999998 35.047600000000045),2142,5855,PELSKYNN,PELICAN@SKYLARK,-90.103619,35.0476,9,,13,6
POINT (-89.93597299999999 35.11630100000008),3351,7048,WALUMCEF,WALKER AVE@UNIVERSITY CENTER,-89.935973,35.116301,10,,9,4
POINT (-90.03660999999994 35.146453000000065),2338,2090,POPORLWN,POPLAR@ORLEANS,-90.03661,35.146453,5,,8,7
POINT (-89.90885299999997 35.14881500000007),2937,4058,SUMNOVWM,SUMMER AVE@NOVARESE ST,-89.908853,35.148815,20,,6,4
POINT (-90.01225099999994 35.143718000000035),2322,2076,POPMCNWF,POPLAR@MCNEIL,-90.012251,35.143718,4,,8,4
POINT (-89.98397199999994 35.16336200000006),2757,4568,SPRALANN,SPRINGDALE@ALAMEDA,-89.983972,35.163362,8,,7,7
POINT (-90.02427699999998 35.05889300000007),702,5134,ELVGATSN,ELVIS PRESLEY@GATEWAY,-90.024277,35.058893,15,,12,6
POINT (-89.95608599999997 35.16256000000004),1259,3923,JACHUDEN,JACKSON@HUDSON,-89.956086,35.16256,11,,6,4
POINT (-90.02000299999997 35.10291600000005),695,5112,ELVDORSM,ELVIS PRESLEY@DORIS,-90.020003,35.102916,6,,14,5
POINT (-90.08315399999998 35.025341000000026),3053,7099,THIFORNM,THIRD@FORD,-90.083154,35.025341,9,,13,6
POINT (-89.98945399999997 35.11971900000003),3633,3381,YOUBLYWM,YOUNG@BLYTHE ST,-89.989454,35.119719,4,,8,5
POINT (-90.01242199999996 35.078032000000064),99,6123,ALCSPAWN,ALCY@SPARKS,-90.012422,35.078032,6,,14,5
POINT (-89.94021099999998 35.11642200000006),3331,3456,WALPATEF,WALKER AVE@PATTERSON ST,-89.940211,35.116422,10,,9,4
POINT (-90.03204499999998 35.156881000000055),1265,3777,JACLEAEN,JACKSON AVE@LEATH,-90.032045,35.156881,5,,8,7
POINT (-89.92765899999995 35.220642000000055),3627,1240,YALRAMWF,YALE@RAMILL,-89.927659,35.220642,24,,2,1
POINT (-89.91825299999994 35.08583100000004),3502,2815,WILMAXEF,WILLOW RD@MAXINE,-89.918253,35.085831,10,,9,5
POINT (-90.06567999999999 35.066508000000056),2125,5798,PEELOTEN,PEEBLES@LOTUS,-90.06568,35.066508,9,,13,6
POINT (-89.96892199999996 35.10816500000004),2057,2177,PARJOSWN,PARK@JOSEPHINE,-89.968922,35.108165,13,,5,5
POINT (-89.98605099999997 35.104640000000074),36,5224,AIRDEASN,AIRWAYS BLVD@DEADRICK,-89.986051,35.10464,13,,14,5
POINT (-90.00426699999997 35.17276900000007),471,1517,CHEWILEF,CHELSEA@WILLETT,-90.004267,35.172769,8,,7,7
POINT (-90.05179399999997 35.10848400000003),1558,4819,LATBONNN,LATHAM@BOND AVE,-90.051794,35.108484,6,,14,6
POINT (-89.94521999999995 35.13181600000007),3307,6943,WALHI2NE,WALNUT GROVE RD@HIGHLAND ST,-89.94522,35.131816,10,,9,4
POINT (-89.97698199999996 35.13048700000007),1105,3319,HOLAVESF,HOLLYWOOD@AVERY,-89.976982,35.130487,11,,8,4
POINT (-90.05893599999996 35.06446900000003),3032,5061,THIEASNN,3RD ST@EASTMAN RD,-90.058936,35.064469,9,,12,6
POINT (-89.99774799999994 35.099875000000054),2174,4627,PERGLOEM,PERSON@GLORY,-89.997748,35.099875,13,,14,5
POINT (-89.95670599999994 35.09475700000007),1408,4177,KIMCATEN,KIMBALL AVE@CATHERINE,-89.956706,35.094757,13,,5,5
POINT (-90.02866399999994 35.020812000000035),2612,5562,SHEGLOEF,SHELBY DR@GLORIA,-90.028664,35.020812,15,,12,3
POINT (-90.01719399999996 35.165294000000074),3258,3858,VOLANNEN,VOLLINTINE@ANNIE,-90.017194,35.165294,7,,7,7
POINT (-89.93706899999995 35.023806000000036),964,2620,GETDISSF,GETWELL@DISTRIPLEX,-89.937069,35.023806,17,,11,3
POINT (-89.93291499999998 35.08681800000005),671,4150,ELLSTRWN,ELLISTON@STRIBLING,-89.932915,35.086818,10,,5,5
POINT (-90.05002599999995 35.132686000000035),932,716,GEPFOUWN,GEPATTERSON@FOURTH,-90.050026,35.132686,22,,8,6
POINT (-90.02308899999997 35.15737800000005),220,6843,BREJACNN,BREEDLOVE@JACKSON,-90.023089,35.157378,7,,8,7
POINT (-89.95438699999994 35.17332700000003),434,4586,CHEORREF,CHELSEA AVE@ORR,-89.954387,35.173327,8,,7,7
POINT (-89.98105399999997 35.04469400000005),1745,32,MEMINT,MEMPHIS INTERNATIONAL AIRPORT,-89.981054,35.044694,15,,11,3
POINT (-89.99869699999994 35.11519400000003),1473,5699,LAMBARWN,LAMAR AVE@BARKSDALE,-89.998697,35.115194,13,,8,5
POINT (-90.01899699999996 35.100798000000054),730,5114,ELVPERSN,ELVIS PRESLEY@PERSON AVE,-90.018997,35.100798,6,,14,5
POINT (-90.03709899999996 35.115702000000056),1732,4276,MCLMISWN,MCLEMORE AVE@MISSISSIPPI BLVD,-90.037099,35.115702,22,5,14,6
POINT (-90.01939699999997 35.16570600000006),3272,3854,VOLLEWWN,VOLLINTINE@LEWIS,-90.019397,35.165706,7,,7,7
POINT (-89.88486799999998 35.07479900000004),1757,2693,MENFOXSN,MENDENHALL RD@FOX PLAZA DR,-89.884868,35.074799,14,,11,3
POINT (-89.86550199999994 35.169388000000026),2986,4041,SYCSUMNM,SYCAMORE VIEW@SUMMER AVE,-89.865502,35.169388,28,,3,1
POINT (-90.02510899999999 35.015108000000055),717,5180,ELVMCCNF,ELVIS PRESLEY@MCCLURE,-90.025109,35.015108,15,,12,3
POINT (-89.86383499999994 35.09987800000005),2090,2362,PARPRIEN,PARK@PRIMACY PKWY,-89.863835,35.099878,18,,4,2
POINT (-89.93399199999999 35.20406400000007),1347,1199,JAMSCEWN,JAMES@SCENIC HWY,-89.933992,35.204064,24,,2,7
POINT (-89.84077899999994 35.20469700000007),2821,1024,STAKIREN,STAGE@KIRBY WHITTEN,-89.840779,35.204697,28,,,
POINT (-89.86944599999998 35.06076900000005),1448,2110,KNIFO1EN,KNIGHT ARNOLD@FOXBRIAR DR,-89.869446,35.060769,14,,11,5
POINT (-89.94555799999995 35.12794700000006),2292,2045,POPHIGWF,POPLAR AVE@HIGHLAND ST,-89.945558,35.127947,10,,9,4
POINT (-89.86690999999996 35.099928000000034),2004,2138,PARBRIWN,PARK@BRISTOL DR,-89.86691,35.099928,18,,4,2
POINT (-89.99453599999998 35.217201000000045),894,1381,FRAOVEEM,FRAYSER@OVERTONCROSSING,-89.994536,35.217201,23,,1,7
POINT (-90.12456699999996 35.04680600000006),211,6090,BOXBOXNF,BOXTOWN@BOXTOWN E,-90.124567,35.046806,9,,13,6
POINT (-90.00868499999996 35.020839000000024),2634,5570,SHEMI2EM,SHELBY @MILLBRANCH RD,-90.008685,35.020839,15,,12,3
POINT (-89.84733199999994 35.03845700000005),1439,7229,KIRTIMSF,KIRBY@TIMBER TRAIL,-89.847332,35.038457,14,,10,3
POINT (-90.06294699999995 35.09272000000004),818,4883,FLOFERSN,FLORIDA@FERNWOOD,-90.062947,35.09272,9,,14,6
POINT (-90.05619999999999 35.09263900000008),3052,4996,THIFERSN,THIRD@FERNWOOD,-90.0562,35.092639,9,,14,6
POINT (-89.95287899999994 35.09483400000005),1407,4162,KIMBROWN,KIMBALL AVE@BROWER,-89.952879,35.094834,10,,5,5
POINT (-90.06233599999996 35.11640300000005),832,374,FLOMCLSN,FLORIDA@MCLEMORE,-90.062336,35.116403,6,,14,6
POINT (-90.02628499999997 35.202285000000074),2823,6729,STALAREF,STAGE@LAREDO,-90.026285,35.202285,23,,1,7
POINT (-90.00753599999996 35.04849100000007),1811,5335,MILVICSN,MILLBRANCH RD@VICTORIA RD,-90.007536,35.048491,15,,12,3
POINT (-89.97492999999997 35.08042900000004),1400,7051,KETLABEN,KETCHUM@LABELLE,-89.97493,35.080429,13,,5,5
POINT (-90.01627699999995 35.17140200000006),454,1607,CHESYLWN,CHELSEA@SYLVAN,-90.016277,35.171402,7,,7,7
POINT (-90.06031499999995 35.086509000000035),1685,5004,MALSHEEF,MALLORY@SHELBY ST,-90.060315,35.086509,9,,14,6
POINT (-90.03632999999996 35.15561300000007),1958,3562,NPAPEYWM,N PARKWAY@PEYTON,-90.03633,35.155613,5,,8,7
POINT (-90.01713499999994 35.17104900000004),371,1608,CHEBELWN,CHELSEA@BELLEVUE,-90.017135,35.171049,7,,7,7
POINT (-90.00743499999999 35.02290300000004),1802,320,MILSHENF,MILLBRANCH RD@SHELBY DR,-90.007435,35.022903,15,,12,3
POINT (-89.97996299999994 35.08867300000003),923,4639,FRIIMOEN,FRISCO@IMOGENE,-89.979963,35.088673,13,,5,5
POINT (-89.93692699999997 35.006166000000064),972,6936,GETHOLSN,GETWELL@HOLMES,-89.936927,35.006166,17,,11,3
POINT (-90.00840899999997 35.15868500000005),1298,3899,JACSTOEN,JACKSON@STONEWALL,-90.008409,35.158685,7,,8,7
POINT (-89.87176499999998 35.10457400000007),2336,2016,POPOAKWM,POPLAR@OAKHAVEN,-89.871765,35.104574,19,,4,4
POINT (-90.05942399999998 35.13274900000005),934,468,GEPMAIEN,GE PATTERSON@MAIN (Central Station),-90.059424,35.132749,3,,8,6
POINT (-90.02133499999997 35.165921000000026),3264,3855,VOLBREWN,VOLLINTINE AVE @BREEDLOVE ST,-90.021335,35.165921,7,,7,7
POINT (-89.97289299999994 35.108276000000046),2001,2180,PARBALWN,PARK@BALTIMORE,-89.972893,35.108276,13,,5,5
POINT (-90.11477399999995 35.04950900000006),789,5585,FIELIGEN,FIELDS@LIGHTSFOOT,-90.114774,35.049509,9,,13,6
POINT (-89.91653499999995 35.14890500000007),2961,4062,SUMWARWF,SUMMER AVE@WARNING RD,-89.916535,35.148905,20,,6,4
POINT (-89.83990299999994 35.205160000000035),2822,977,STAKIRWM,STAGE@KIRBY WHITTEN,-89.839903,35.20516,29,,,
POINT (-90.01026699999994 35.06101400000006),239,5297,BROFONEN,BROOKS RD@FONTAINE,-90.010267,35.061014,15,,12,3
POINT (-89.97693699999996 35.15805700000004),1272,3743,JACMAPM,JACKSON AVE@MAPLE,-89.976937,35.158057,8,,7,7
POINT (-89.80723799999998 35.049600000000055),3528,1790,WINCENEM,WINCHESTER@CENTENNIAL DR,-89.807238,35.0496,21,,4,2
POINT (-89.98195999999996 35.19924000000003),1353,6192,JAMSKYWN,JAMES@W SKYLINE CIR,-89.98196,35.19924,23,,1,7
POINT (-90.01993299999998 35.02211300000005),782,5415,FARSHESN,FARONIA@SHELBY DR,-90.019933,35.022113,15,,12,3
POINT (-89.98375299999998 35.17438500000003),445,1525,CHESPREN,CHELSEA@SPRINGDALE,-89.983753,35.174385,8,,7,7
POINT (-89.91643499999998 35.14881600000007),2960,4113,SUMWAREN,SUMMER AVE@WARING RD,-89.916435,35.148816,20,,9,4
POINT (-89.90003899999994 35.19534300000004),2453,1124,RALBATNF,RALEIGH LAGRANG@BATTLE CREEK,-89.900039,35.195343,24,,2,1
POINT (-89.97470799999996 35.12572200000005),317,3493,CENFLIEM,CENTRAL AVE@FLICKER ST,-89.974708,35.125722,4,,8,4
POINT (-90.03569899999997 35.18084100000004),3144,676,THOPLUIB,THOMAS ST@PLUM,-90.035699,35.180841,7,,7,7
POINT (-90.05549199999996 35.03457300000008),2433,5436,RAINEEEF,RAINES@NEELY,-90.055492,35.034573,9,,13,6
POINT (-89.91566099999994 35.15404300000006),3377,1107,WARPOWNN,WARING@POWELL,-89.915661,35.154043,20,,6,4
POINT (-89.89015599999999 35.069105000000036),554,1861,COTCHUWN,COTTONWOOD@CHURCHILL,-89.890156,35.069105,17,,11,5
POINT (-90.00308299999995 35.22414100000003),3400,1464,WATCLANN,WATKINS@CLAIRE,-90.003083,35.224141,23,,1,7
POINT (-89.93952299999995 35.065086000000065),1452,2783,KNIJULEM,KNIGHT ARNOLD@JULIUS LEWIS,-89.939523,35.065086,17,,11,5
POINT (-90.06602399999997 35.042680000000075),3068,5051,THILEVNN,THIRD@LEVI,-90.066024,35.04268,9,,13,6
POINT (-89.96477099999998 35.05280400000004),3600,1697,WINSWIWF,WINCHESTER@SWINNEA,-89.964771,35.052804,17,,11,3
POINT (-90.02883799999995 35.213527000000056),1783,1889,MILCINSF,MILLINGTON@CINDY LN,-90.028838,35.213527,23,,1,7
POINT (-89.88556799999998 35.06917000000004),1749,2696,MENCOTSN,MENDENHALL RD@ COTTONWOOD RD,-89.885568,35.06917,14,,11,3
POINT (-89.98646199999996 35.10329000000007),60,5225,AIRMALSN,AIRWAYS BLVD@MALONE AVE,-89.986462,35.10329,13,,14,5
POINT (-89.86534399999994 35.06067200000007),1451,6243,KNIHICEF,KNIGHT ARNOLD@HICKORY HILL,-89.865344,35.060672,14,,10,3
POINT (-89.87619999999998 35.10074800000007),2025,2356,PARECREN,PARK@EAST CRESTWOOD,-89.8762,35.100748,18,,4,2
POINT (-89.89291199999997 35.106467000000066),2103,2350,PARWILEM,PARK@WILBEC,-89.892912,35.106467,16,,4,4
POINT (-90.03912199999996 35.11993000000007),1828,4408,MISWALSM,MISSISSIPPI BLVD@WALKER AVE,-90.039122,35.11993,22,5,14,6
POINT (-89.99126699999994 35.055837000000054),31,5314,AIRBRONM,AIRWAYS BLVD@BROOKS,-89.991267,35.055837,15,,11,3
POINT (-90.01043399999998 35.08842500000003),2171,4679,PERELLSM,PERRY@ELLISTON,-90.010434,35.088425,6,,14,5
POINT (-89.99954299999996 35.10915300000005),2719,2195,SPABARWF,SOUTH PARKWAY@BARKSDALE,-89.999543,35.109153,13,,8,5
